date,open,high,low,close,volume
2008-10-17,14.6313,14.8434,14.4312,14.6193,2263290
2008-10-20,14.8034,15.1116,14.6513,14.9995,3525043
2008-10-21,14.8195,15.1036,14.4313,14.4873,2365352
2008-10-22,14.4352,14.5433,13.4347,13.8069,2611785
2008-10-23,13.8069,14.1591,13.0345,13.5388,2924669
2008-10-24,12.9425,13.3387,12.7504,12.9825,1811307
2008-10-27,12.8064,13.3987,12.7023,13.0425,2689420
2008-10-28,13.0305,14.2632,12.6223,14.1551,4351383
2008-10-29,13.963,14.5313,13.7949,13.919,1626178
2008-10-30,14.1511,14.1871,13.6829,13.975,2399922
2008-10-31,13.9029,14.4432,13.5228,14.4232,1866612
2008-11-03,14.3752,14.5193,13.8989,14.003,985693
2008-11-04,14.1991,14.7994,13.887,14.7394,2014691
2008-11-05,14.5553,14.5553,13.6749,13.6869,1476344
2008-11-06,13.6869,13.7509,13.1907,13.2707,2845517
2008-11-07,13.3187,13.5108,13.0666,13.4548,1764492
2008-11-10,13.5948,13.6749,13.1666,13.3307,1762406
2008-11-11,13.2426,13.3187,13.0385,13.1786,1800582
2008-11-12,12.9985,12.9985,12.2582,12.3182,2694716
2008-11-13,12.3542,12.7384,11.5258,12.7384,2525989
2008-11-14,11.97,12.5303,11.6899,11.978,2493089
2008-11-17,11.882,12.2582,11.7219,11.898,1412632
2008-11-18,11.806,11.806,11.3137,11.6659,2444356
2008-11-19,11.6458,11.8499,11.1736,11.1736,1496590
2008-11-20,11.0616,11.1937,9.865,9.893,3448863
2008-11-21,10.0851,10.2652,9.7009,10.2652,3380673
2008-11-24,10.2251,10.8294,10.2251,10.6573,2094161
2008-11-25,10.8014,11.0215,10.5333,10.7974,1683482
2008-11-26,10.8015,11.2877,10.3808,11.2877,1294633
2008-11-28,11.4021,11.5859,11.1529,11.398,605606
2008-12-01,11.1365,11.1365,10.2091,10.2214,1755858
2008-12-02,10.3726,11.0793,10.1846,11.0589,2183101
2008-12-03,10.8587,11.3408,10.6953,11.2754,2281880
2008-12-04,11.1937,11.5532,10.7892,10.9404,2117813
2008-12-05,10.9935,11.5123,10.7484,11.4837,1680518
2008-12-08,11.684,11.7738,11.2468,11.3694,1795164
2008-12-09,11.3652,11.7942,11.2304,11.4837,1841396
2008-12-10,11.4592,11.9985,11.3693,11.8514,2591049
2008-12-11,11.7575,12.0393,11.594,11.7166,2358762
2008-12-12,11.6431,12.2028,11.5451,12.0925,2135225
2008-12-15,12.1334,12.2069,11.7248,11.925,2380016
2008-12-16,12.2354,12.4193,11.8473,12.4111,2420532
2008-12-17,12.407,12.6195,12.0516,12.358,1244379
2008-12-18,12.4233,12.5704,11.974,12.1578,1353209
2008-12-19,12.2068,12.3457,12.023,12.1047,1484838
2008-12-22,12.1701,12.2191,11.8024,12.0189,953832
2008-12-23,12.0557,12.1088,11.8146,11.88,604622
2008-12-24,11.9005,12.1537,11.8637,12.0557,318653
2008-12-26,12.1088,12.2355,11.8964,12.0598,555927
2008-12-29,12.0802,12.0802,11.8392,12.0353,670316
2008-12-30,12.0598,12.4233,12.0598,12.407,966087
2008-12-31,12.403,12.7135,12.3213,12.6481,990850
2009-01-02,12.8728,13.412,12.7012,13.3385,1213906
2009-01-05,13.077,13.1833,12.5296,12.6971,1821797
2009-01-06,12.791,12.9503,12.4152,12.7379,2187095
2009-01-07,12.4683,12.6685,12.4438,12.6276,2478703
2009-01-08,12.5459,12.7175,12.3743,12.7175,2471354
2009-01-09,12.7461,12.8441,12.4397,12.4887,2734686
2009-01-12,12.4928,12.4928,11.8964,12.0557,1601680
2009-01-13,12.0434,12.1782,11.6267,11.737,2032507
2009-01-14,11.5736,11.7575,11.3653,11.5859,1352968
2009-01-15,11.4102,12.0679,11.353,11.8596,2426091
2009-01-16,10.4788,10.8219,10.009,10.6667,10348129
2009-01-20,10.4134,11.0426,10.1111,10.6708,3765338
2009-01-21,10.679,10.7934,10.4951,10.728,2684043
2009-01-22,10.5359,10.8995,10.4338,10.8546,2805528
2009-01-23,10.634,10.6585,10.2337,10.3358,2328537
2009-01-26,10.4543,10.6013,10.3481,10.4747,1266033
2009-01-27,10.4338,10.634,10.397,10.5441,1480995
2009-01-28,10.7239,11.0548,10.6422,10.9894,1828898
2009-01-29,10.9894,11.0589,10.8669,10.9445,1842631
2009-01-30,11.014,11.0303,10.6749,10.7239,1538767
2009-02-02,10.6748,10.6748,10.4174,10.5686,2023844
2009-02-03,10.6013,10.7729,10.5768,10.6953,2378703
2009-02-04,10.5196,10.7852,10.4788,10.6994,2479859
2009-02-05,10.5768,11.0711,10.1151,10.9567,4957723
2009-02-06,10.9077,11.7002,10.7116,11.4878,3210456
2009-02-09,11.5001,11.8064,11.5001,11.737,1854307
2009-02-10,11.6553,11.737,10.8464,10.9404,2267171
2009-02-11,11.0834,11.1487,10.875,10.9608,2206377
2009-02-12,10.8301,11.1855,10.7034,11.1855,1609519
2009-02-13,11.21,11.2345,10.969,10.9853,1323710
2009-02-17,10.2132,10.8505,10.2132,10.5237,1831189
2009-02-18,10.491,10.5155,10.2704,10.4093,1749727
2009-02-19,10.5032,10.6054,10.2418,10.2949,1421758
2009-02-20,10.205,10.3194,9.9967,10.1029,2293313
2009-02-23,10.2091,10.2091,9.5146,9.5228,3263326
2009-02-24,9.5882,9.7271,9.4493,9.6045,2359169
2009-02-25,9.5637,9.674,9.3676,9.5106,1497756
2009-02-26,9.5922,9.6453,9.3226,9.3471,1698982
2009-02-27,9.2328,9.4493,9.1552,9.2532,1337200
2009-03-02,9.0938,9.1919,8.6199,8.624,2310791
2009-03-03,8.8978,8.9346,8.5587,8.5669,3059654
2009-03-04,8.6731,9.0407,8.5873,8.8814,2583205
2009-03-05,8.8283,8.8283,8.334,8.4075,2326565
2009-03-06,8.3789,8.62,8.2727,8.4402,3595215
2009-03-09,8.3014,8.3912,8.093,8.1502,1940524
2009-03-10,8.2605,8.5873,8.2319,8.5873,1947544
2009-03-11,8.6486,8.7752,8.477,8.62,1486725
2009-03-12,8.5832,8.8651,8.4524,8.8242,1631987
2009-03-13,8.861,9.0693,8.7752,9.0448,1228279
2009-03-16,9.2082,9.3267,9.102,9.102,1255733
2009-03-17,9.1838,9.4207,9.1184,9.4207,1628891
2009-03-18,9.388,9.8497,9.3227,9.6781,2464913
2009-03-19,9.6331,9.8333,9.6045,9.6413,1796387
2009-03-20,9.6618,9.7557,9.4657,9.482,1403875
2009-03-23,9.5514,10.1315,9.5514,10.1315,1256551
2009-03-24,10.0376,10.3808,10.0335,10.2337,1596457
2009-03-25,10.2827,10.5605,10.0907,10.3154,1448160
2009-03-26,10.4053,10.63,10.2051,10.6218,1666642
2009-03-27,10.5483,10.5687,10.2786,10.5074,1285400
2009-03-30,10.3113,10.4257,9.915,10.0662,1509440
2009-03-31,10.0947,10.3031,9.919,10.0702,1594564
2009-04-01,9.9313,10.3317,9.8169,10.2663,1086438
2009-04-02,10.5074,11.0957,10.3971,10.9445,2267256
2009-04-03,10.9731,10.9936,10.7076,10.8996,1122806
2009-04-06,10.8628,10.9608,10.7157,10.9608,1683298
2009-04-07,10.3358,10.4135,9.9763,10.2051,2360246
2009-04-08,10.2009,10.5155,10.1437,10.5155,1673574
2009-04-09,10.8423,10.9567,10.6054,10.9077,1581494
2009-04-13,10.9281,11.0629,10.7484,11.018,1360317
2009-04-14,10.9772,10.9772,10.6749,10.7729,1992476
2009-04-15,10.728,10.8219,10.5891,10.7198,997056
2009-04-16,10.7362,11.0303,10.6259,10.9813,1258274
2009-04-17,10.9894,11.4715,10.9894,11.4306,1800871
2009-04-20,11.2427,11.2917,10.7892,10.7974,1041992
2009-04-21,10.7403,11.2101,10.7403,11.1774,1243486
2009-04-22,10.969,11.5369,10.8383,11.398,2393417
2009-04-23,11.4184,11.4552,11.2387,11.4266,1764444
2009-04-24,11.496,11.9821,11.4592,11.9617,1706912
2009-04-27,11.688,11.7942,11.4715,11.5205,2227542
2009-04-28,11.4061,11.6921,11.3081,11.6022,1930786
2009-04-29,11.7861,11.8841,11.5083,11.6921,2008329
2009-04-30,11.9086,12.4765,11.8106,12.215,2062415
2009-05-01,12.072,12.9463,12.072,12.7175,3106779
2009-05-04,13.4365,15.1155,13.3057,15.0665,9343681
2009-05-05,14.8868,14.9113,14.0412,14.1188,5149195
2009-05-06,14.2209,14.3026,13.4773,13.7102,3843513
2009-05-07,13.9308,14.1024,13.6489,13.7429,1522259
2009-05-08,13.9267,14.1106,13.8082,13.8491,1622592
2009-05-11,13.8042,13.9594,13.5468,13.8287,1494807
2009-05-12,13.845,13.8614,13.3956,13.5713,1638769
2009-05-13,13.2527,13.3711,13.0688,13.0729,2035042
2009-05-14,13.1342,13.367,13.0892,13.1505,1773990
2009-05-15,13.1097,13.412,13.0729,13.1056,1723256
2009-05-18,13.175,13.6653,13.1342,13.6285,1792703
2009-05-19,13.5713,13.6939,13.4365,13.5141,1075245
2009-05-20,13.6571,14.0044,13.5059,13.5468,1564827
2009-05-21,13.4161,13.4406,12.9504,13.0893,1628564
2009-05-22,13.1015,13.4324,13.0484,13.2363,1284983
2009-05-26,13.1628,13.649,13.122,13.5918,1354931
2009-05-27,13.5591,13.698,13.2813,13.3262,760598
2009-05-28,13.4569,13.5877,12.9749,13.2486,855215
2009-05-29,13.2649,13.5141,13.1546,13.5141,1330575
2009-06-01,13.6693,14.0942,13.6693,14.0411,943863
2009-06-02,13.9554,14.1678,13.9227,14.0575,1038727
2009-06-03,13.984,14.1147,13.6817,13.8124,1083667
2009-06-04,13.8532,14.0248,13.5672,13.8736,931688
2009-06-05,14.0085,14.1351,13.7062,13.7756,639266
2009-06-08,13.7389,13.8451,13.5673,13.7266,574475
2009-06-09,13.796,13.9145,13.6367,13.7715,819590
2009-06-10,13.8614,13.988,13.4651,13.747,1062175
2009-06-11,13.7838,14.1474,13.7838,13.9513,1501756
2009-06-12,13.9186,13.9799,13.6694,13.8614,765911
2009-06-15,13.6979,13.7551,13.2363,13.3507,1293482
2009-06-16,13.3752,13.4038,12.7502,12.7747,1695885
2009-06-17,12.7379,12.8768,12.6562,12.7134,1201645
2009-06-18,12.7461,12.8197,12.5705,12.8156,991749
2009-06-19,12.9299,13.032,12.7951,12.8441,842138
2009-06-22,12.6807,12.7338,12.4887,12.4969,853090
2009-06-23,12.8605,13.1015,12.7502,12.9136,1252958
2009-06-24,12.9177,13.4815,12.9177,13.2486,1345695
2009-06-25,13.2282,13.6612,13.1628,13.6367,1329599
2009-06-26,13.5754,13.6816,13.3466,13.4079,1463349
2009-06-29,13.4079,13.6285,13.3303,13.555,515074
2009-06-30,13.5795,13.5795,13.1709,13.3466,1016008
2009-07-01,13.3425,13.747,13.3058,13.6857,996074
2009-07-02,13.5468,13.5468,13.2323,13.2486,715988
2009-07-06,13.1628,13.3998,13.0852,13.2772,666638
2009-07-07,13.2037,13.2772,12.7911,12.8646,1653973
2009-07-08,12.9707,12.9707,12.6153,12.7338,1645794
2009-07-09,12.7542,12.7706,12.4356,12.4846,1332208
2009-07-10,12.3539,12.55,12.2559,12.3662,868289
2009-07-13,12.3703,12.8279,12.3172,12.8156,1281805
2009-07-14,12.8237,13.0198,12.6521,12.983,1157685
2009-07-15,13.1056,13.4937,13.0852,13.4937,1051961
2009-07-16,13.3793,13.7062,13.3793,13.6408,696216
2009-07-17,13.604,13.6734,13.4978,13.5672,696539
2009-07-20,13.7061,13.9063,13.555,13.9063,713372
2009-07-21,14.0289,14.131,13.6857,13.8655,842470
2009-07-22,13.8042,13.9676,13.7961,13.9227,769916
2009-07-23,13.939,14.5886,13.8737,14.5273,966253
2009-07-24,14.4783,14.5722,14.2168,14.5518,878092
2009-07-27,14.5927,14.6172,14.2372,14.4987,639920
2009-07-28,14.3884,14.6621,14.2985,14.6049,978344
2009-07-29,14.5436,14.8214,14.4211,14.6049,1193557
2009-07-30,14.7234,15.2014,14.6989,14.9154,1703158
2009-07-31,14.9562,15.0911,14.8296,14.8868,855868
2009-08-03,14.9521,15.0502,14.7193,14.9603,1464083
2009-08-04,14.8909,15.0951,14.7683,14.9889,897128
2009-08-05,14.9603,15.0053,14.6498,14.8541,780371
2009-08-06,14.8378,14.989,14.6989,14.7847,903995
2009-08-07,14.9481,15.4669,14.8541,15.2014,1400686
2009-08-10,15.1728,15.2831,15.0461,15.2422,1353945
2009-08-11,15.1973,15.3321,15.0257,15.1074,894597
2009-08-12,15.091,15.6099,15.0788,15.377,1783797
2009-08-13,14.9522,15.5241,14.9236,15.4424,2211777
2009-08-14,15.2749,15.3484,14.6335,14.7397,2269293
2009-08-17,14.5436,14.5559,14.2576,14.2985,2293479
2009-08-18,14.3271,14.4006,14.1596,14.2331,1953252
2009-08-19,14.1473,14.3434,14.1065,14.2985,1271831
2009-08-20,14.274,14.4947,13.9554,14.4538,1915353
2009-08-21,14.5273,14.7397,14.3762,14.6417,1244463
2009-08-24,14.6376,14.7724,14.4987,14.5477,613773
2009-08-25,14.5926,14.8214,14.515,14.6825,709450
2009-08-26,14.6499,14.752,14.5845,14.6662,826781
2009-08-27,14.6989,14.8501,14.5641,14.8092,645477
2009-08-28,15.1156,15.185,14.8337,14.9399,1317097
2009-08-31,14.8174,14.8705,14.5968,14.6458,695155
2009-09-01,14.5396,14.7725,14.1515,14.176,1159736
2009-09-02,14.1841,14.1841,13.7634,13.89,2028594
2009-09-03,13.8859,13.9554,13.5387,13.7593,1466379
2009-09-04,13.7797,14.1432,13.7511,14.1269,878172
2009-09-08,14.1514,14.2944,14.0902,14.1637,914860
2009-09-09,14.1065,14.4007,13.8165,14.0085,1725141
2009-09-10,13.9881,14.176,13.9554,14.0861,1883403
2009-09-11,14.1024,14.1473,13.9349,13.9921,1349696
2009-09-14,13.9023,14.1678,13.8451,14.1433,923604
2009-09-15,14.0983,14.3516,14.0779,14.2617,1277793
2009-09-16,14.2618,14.515,14.2209,14.4987,986271
2009-09-17,14.4946,14.7316,14.4088,14.4701,1035213
2009-09-18,14.6172,15.185,14.5314,15.0298,2587953
2009-09-21,14.8704,15.0706,14.8051,15.0175,1496521
2009-09-22,15.0543,15.3239,14.9113,15.2463,1783964
2009-09-23,15.2994,15.4873,15.0747,15.1074,1555842
2009-09-24,15.2299,15.2585,14.7233,14.7642,1233754
2009-09-25,14.7438,14.9644,14.6253,14.6376,710187
2009-09-28,14.7152,15.0665,14.6784,14.8541,617205
2009-09-29,14.9317,15.1605,14.9072,14.9971,769424
2009-09-30,15.0217,15.1932,14.7398,15.1483,855054
2009-10-01,15.0543,15.1196,14.6662,14.6825,1421923
2009-10-02,14.609,14.9685,14.5436,14.8459,1401822
2009-10-05,14.85,15.0216,14.707,14.9889,1151314
2009-10-06,15.042,15.3403,15.038,15.0829,1251243
2009-10-07,15.3852,15.7652,15.3689,15.7529,1929975
2009-10-08,15.859,16.3084,15.8304,16.1491,1704459
2009-10-09,16.145,16.2267,15.9939,16.2104,728896
2009-10-12,15.9163,16.1083,15.7814,15.8223,1577083
2009-10-13,15.7569,15.855,15.6139,15.7365,1047384
2009-10-14,15.8305,15.9327,15.6671,15.8673,822126
2009-10-15,15.8101,15.9858,15.5936,15.9817,568102
2009-10-16,16.9417,17.4196,16.6884,16.7946,4052846
